id,x,y,deg
172_1,s-2.23863,s-3.25493,s254.312
172_2,s-1.25335,s-0.534125,s254.113
172_3,s-3.14824,s0.255543,s253.456
172_4,s1.55423,s-0.772222,s253.477
172_5,s-1.33273,s-2.55258,s254.21
172_6,s-3.3106,s-2.34374,s73.921
172_7,s-4.04965,s0.315132,s253.436
172_8,s-1.31295,s-1.8704,s254.08
172_9,s2.31993,s-3.27425,s73.4545
172_10,s-0.399845,s-3.95878,s254.611
172_11,s1.48286,s-2.77177,s253.537
172_12,s-0.391069,s-4.65487,s254.369
172_13,s-0.411366,s-3.25647,s254.307
172_14,s-2.22788,s-0.470237,s253.687
172_15,s-0.388472,s-1.90538,s253.913
172_16,s-4.05574,s-4.6586,s250.417
172_17,s0.687776,s0.0519621,s253.484
172_18,s-4.93793,s1.84232,s250.282
172_19,s-1.16945,s2.15719,s254.409
172_20,s-4.0719,s-2.54213,s253.925
172_21,s-1.30898,s-4.65449,s254.148
172_22,s-4.93865,s0.412663,s253.336
172_23,s0.678343,s-0.667577,s253.451
172_24,s-0.231137,s0.762324,s254.475
172_25,s-3.16619,s-1.84387,s253.869
172_26,s-3.15133,s-0.438061,s253.756
172_27,s-2.24901,s-1.84894,s254.172
172_28,s-0.329475,s-1.25419,s253.666
172_29,s-0.230117,s0.0626744,s254.184
172_30,s-4.03239,s1.70232,s250.886
172_31,s-1.15779,s1.45745,s254.463
172_32,s-3.95778,s2.36111,s251.092
172_33,s-1.21402,s0.129504,s253.912
172_34,s2.31982,s-3.9228,s72.9634
172_35,s-4.93843,s-2.44265,s253.796
172_36,s0.537462,s0.262227,s74.4364
172_37,s0.53351,s0.964739,s74.5412
172_38,s-4.9381,s-1.71382,s253.626
172_39,s-4.93921,s-0.289377,s253.359
172_40,s2.32002,s-4.60197,s71.2945
172_41,s-4.9378,s1.1168,s253.07
172_42,s-4.93877,s-3.17303,s253.878
172_43,s-0.533797,s-1.68416,s74.1135
172_44,s-4.93719,s-4.65562,s253.292
172_45,s-3.29932,s-3.75119,s73.8815
172_46,s1.43519,s-0.470266,s73.4731
172_47,s-4.16885,s1.29987,s73.0603
172_48,s-3.31075,s-1.62361,s73.8141
172_49,s2.31901,s-1.97737,s73.3966
172_50,s2.31932,s-1.28236,s73.4916
172_51,s2.31762,s1.60243,s73.4796
172_52,s1.3442,s-2.52693,s73.8597
172_53,s2.31737,s2.35389,s73.4839
172_54,s-4.93747,s-3.90899,s253.772
172_55,s-0.402065,s2.35587,s74.4009
172_56,s1.37132,s-3.82382,s74.3797
172_57,s-4.14959,s1.97762,s70.2008
172_58,s1.35148,s-3.17851,s73.852
172_59,s1.28914,s-4.45166,s74.3899
172_60,s-2.37278,s-0.253077,s73.7023
172_61,s-0.543524,s-2.37318,s74.1574
172_62,s2.31875,s-0.580411,s73.5335
172_63,s-4.05962,s-1.10744,s253.812
172_64,s0.440456,s-1.76101,s73.809
172_65,s-3.29354,s-4.45297,s73.7865
172_66,s-2.39748,s-2.34881,s73.9351
172_67,s1.4196,s-1.19245,s73.3036
172_68,s1.44891,s0.248597,s73.5398
172_69,s1.45112,s0.954717,s73.8939
172_70,s1.44843,s1.65528,s74.1417
172_71,s1.44187,s2.35453,s71.9127
172_72,s-3.22857,s1.1662,s73.1893
172_73,s-4.19418,s-2.96163,s73.8396
172_74,s-3.2902,s-0.198702,s73.5437
