id,x,y,deg
194_1,s-0.57605,s-3.88121,s169.417
194_2,s2.0362,s-2.7111,s349.023
194_3,s-4.78765,s-1.84744,s169.61
194_4,s-0.583257,s-1.81427,s170.054
194_5,s-0.992044,s-3.71053,s349.617
194_6,s1.41137,s-3.71674,s348.585
194_7,s1.23107,s-0.803335,s169.378
194_8,s-1.79727,s0.241732,s169.65
194_9,s0.0189627,s-3.87495,s169.011
194_10,s-2.99399,s0.23175,s169.597
194_11,s-3.29872,s2.54841,s319.112
194_12,s-2.80943,s0.401829,s349.606
194_13,s-3.59167,s-0.804761,s169.672
194_14,s-1.17875,s-2.84825,s169.724
194_15,s-0.59899,s0.250776,s169.842
194_16,s0.000280405,s0.25649,s169.908
194_17,s-4.78623,s1.25196,s168.669
194_18,s-0.391274,s-3.70897,s349.661
194_19,s1.21555,s-3.88228,s168.664
194_20,s-2.99234,s1.26692,s169.494
194_21,s-2.99247,s-0.800699,s169.754
194_22,s2.46188,s-0.84474,s169.212
194_23,s-2.98122,s-2.86343,s169.961
194_24,s-1.78639,s-1.82166,s169.924
194_25,s-2.19227,s-4.7561,s349.457
194_26,s2.02135,s-3.73962,s348.471
194_27,s0.00771847,s-0.774284,s170.006
194_28,s-1.19292,s-0.786406,s169.909
194_29,s0.622581,s-1.81059,s169.556
194_30,s-4.59766,s-4.75891,s349.472
194_31,s-2.38021,s-2.8558,s169.857
194_32,s0.617769,s-0.784256,s169.478
194_33,s-4.19084,s-0.808862,s169.676
194_34,s2.64937,s-0.675636,s348.936
194_35,s0.0152312,s-1.8054,s170.086
194_36,s-2.20248,s1.44002,s348.397
194_37,s0.848003,s2.46988,s329.104
194_38,s1.41563,s-0.634237,s349.314
194_39,s0.18024,s1.4615,s349.878
194_40,s-2.7958,s1.43676,s348.322
194_41,s-1.60749,s1.44396,s348.323
194_42,s2.46312,s-1.86962,s169.209
194_43,s-1.1873,s2.65532,s308.574
194_44,s-0.421548,s2.82966,s293.973
194_45,s-2.79811,s-2.69271,s349.968
194_46,s1.46137,s2.44466,s332.777
194_47,s-4.78783,s-2.87737,s169.541
194_48,s1.40864,s1.41602,s348.961
194_49,s-4.18036,s-3.89892,s169.591
194_50,s2.64538,s-2.73182,s348.637
194_51,s2.06442,s2.41247,s338.322
194_52,s-4.18374,s-2.86955,s169.773
194_53,s-0.416727,s1.45353,s349.423
194_54,s-2.80472,s-1.66191,s349.876
194_55,s1.41068,s0.39007,s349.313
194_56,s1.42022,s-1.66016,s349.188
194_57,s-0.409767,s-0.61024,s349.97
194_58,s-4.60408,s-0.646127,s349.642
194_59,s-3.57773,s-3.89724,s169.526
194_60,s0.795891,s0.41254,s349.35
194_61,s-1.01226,s1.44787,s349.063
194_62,s-1.00215,s-1.64664,s349.99
194_63,s1.38593,s-4.75376,s349.337
194_64,s2.00532,s-4.75216,s348.021
194_65,s1.8406,s1.21784,s168.991
194_66,s0.2071,s-3.70632,s349.364
194_67,s2.02608,s1.38563,s348.983
194_68,s0.794833,s1.44039,s349.212
194_69,s-3.99095,s1.4256,s349.698
194_70,s2.65516,s2.38215,s345.483
194_71,s-2.19723,s-2.6848,s349.999
194_72,s2.02939,s0.362748,s349.128
194_73,s-4.0006,s-2.69927,s349.791
194_74,s-3.99489,s-4.75899,s349.552
194_75,s-2.21261,s0.408068,s349.557
194_76,s-3.40783,s0.397527,s349.473
194_77,s0.801815,s-0.614773,s349.497
194_78,s-1.61339,s0.411558,s349.575
194_79,s-4.00721,s-0.638984,s349.652
194_80,s-2.19192,s-3.71759,s349.732
194_81,s-0.415855,s0.42129,s349.787
194_82,s2.6485,s-3.7495,s347.115
194_83,s0.190691,s-0.603163,s349.986
194_84,s-2.20567,s-1.65484,s349.888
194_85,s-0.403719,s-4.7526,s348.782
194_86,s1.84765,s-2.8789,s168.533
194_87,s2.0368,s-1.68527,s349.237
194_88,s0.807559,s-1.64047,s349.457
194_89,s-1.5959,s-4.75214,s349.226
194_90,s-3.39249,s1.43998,s349.396
194_91,s-3.58214,s-2.86753,s169.809
194_92,s-4.60278,s-2.70788,s349.61
194_93,s-1.0008,s-4.75158,s348.624
194_94,s-2.80896,s-0.630442,s349.739
194_95,s-4.59018,s1.42141,s349.742
194_96,s-0.592565,s-0.781146,s170.003
194_97,s-3.39371,s-4.75795,s349.466
194_98,s-4.78769,s-0.815914,s169.632
194_99,s0.624066,s-2.83998,s169.623
194_100,s2.6508,s1.36323,s348.533
194_101,s0.616846,s-3.87531,s168.539
194_102,s-4.7877,s-3.90299,s169.474
194_103,s-3.58831,s1.26108,s169.384
194_104,s-2.79247,s-4.75656,s349.387
194_105,s-1.59605,s-2.6813,s349.882
194_106,s1.23481,s-1.82849,s169.096
194_107,s0.779921,s-4.74329,s348.579
194_108,s-0.393603,s-2.67509,s349.946
194_109,s-1.61073,s-0.619999,s349.79
194_110,s2.6487,s-1.70108,s349.215
194_111,s2.6509,s0.348264,s348.294
194_112,s-2.37539,s-3.88769,s169.672
194_113,s-4.60398,s-1.67759,s349.656
194_114,s-3.40477,s-1.66654,s349.828
194_115,s-2.35414,s2.31671,s167.801
194_116,s0.186576,s-4.74596,s348.338
194_117,s2.64314,s-4.74126,s346.895
194_118,s-4.52609,s2.51554,s322.75
194_119,s-2.39404,s-0.794617,s169.862
194_120,s-4.00541,s-1.66965,s349.698
194_121,s-0.55633,s2.34512,s169.037
194_122,s-1.17738,s2.32148,s169.371
194_123,s0.19922,s-1.63319,s349.955
194_124,s0.205588,s-2.66748,s349.676
194_125,s2.45527,s-2.89837,s168.774
194_126,s-3.40823,s-0.634854,s349.677
194_127,s2.03469,s-0.660407,s349.286
194_128,s-0.995308,s-2.67786,s349.823
194_129,s-3.399,s-2.69695,s349.885
194_130,s-3.99545,s-3.7288,s349.775
194_131,s-0.400766,s-1.64203,s350.071
194_132,s-4.60172,s0.387065,s349.581
194_133,s-0.577959,s-2.84572,s169.798
194_134,s-1.79631,s1.27424,s169.446
194_135,s-2.39441,s1.27076,s169.497
194_136,s1.85124,s-1.85375,s169.108
194_137,s0.597764,s2.29761,s169.868
194_138,s0.611426,s0.24371,s169.339
194_139,s-4.00545,s0.393039,s349.376
194_140,s-2.96125,s2.30139,s168.275
194_141,s0.184695,s0.427207,s350.007
194_142,s-2.98761,s-1.83262,s169.903
194_143,s2.45126,s-3.9118,s167.66
194_144,s-0.00355459,s1.28974,s169.711
194_145,s-3.39345,s-3.72692,s349.774
194_146,s-1.59209,s-3.71308,s349.801
194_147,s-2.21086,s-0.623845,s349.787
194_148,s-1.17766,s-3.88006,s169.459
194_149,s1.22153,s2.27346,s169.217
194_150,s0.609202,s1.27186,s168.985
194_151,s1.84822,s-0.829022,s169.318
194_152,s1.22278,s1.24769,s169.126
194_153,s-3.59243,s0.227726,s169.58
194_154,s1.82326,s-3.90453,s167.851
194_155,s-1.01007,s-0.615758,s349.875
194_156,s-2.976,s-3.89469,s169.562
194_157,s-1.19855,s1.27814,s169.568
194_158,s-0.0461839,s2.47364,s175.303
194_159,s1.84076,s2.24192,s168.913
194_160,s2.46356,s1.19685,s168.488
194_161,s2.45704,s2.21267,s168.985
194_162,s-1.19826,s0.245924,s169.746
194_163,s-1.77676,s-3.88343,s169.525
194_164,s-1.60364,s-1.65064,s349.921
194_165,s1.22617,s0.221295,s169.329
194_166,s1.42183,s-2.68635,s349.208
194_167,s-4.59867,s-3.7344,s349.544
194_168,s-4.18759,s1.25617,s169.584
194_169,s0.0216465,s-2.83986,s169.783
194_170,s-0.601091,s1.28363,s169.642
194_171,s-2.3966,s0.237764,s169.723
194_172,s-1.79383,s-0.790379,s169.81
194_173,s-4.18922,s-1.84008,s169.779
194_174,s-3.58778,s2.34377,s169.585
194_175,s0.805644,s-3.7051,s349.135
194_176,s-1.77923,s-2.85191,s169.781
194_177,s1.84381,s0.194069,s169.203
194_178,s-1.01471,s0.416105,s349.653
194_179,s-4.78732,s0.216043,s169.564
194_180,s1.23483,s-2.8566,s168.69
194_181,s2.46239,s0.17905,s168.967
194_182,s-4.17271,s2.29026,s169.818
194_183,s-4.19071,s0.222755,s169.64
194_184,s-1.76527,s2.31639,s167.671
194_185,s0.808617,s-2.66997,s349.567
194_186,s-2.38854,s-1.82591,s169.98
194_187,s-4.7915,s2.39327,s157.551
194_188,s-2.07231,s2.73266,s270.614
194_189,s-3.58791,s-1.837,s169.86
194_190,s-1.18498,s-1.81768,s169.952
194_191,s-3.91236,s2.81589,s292.285
194_192,s-2.79205,s-3.72404,s349.828
194_193,s0.24015,s2.64926,s309.287
194_194,s-2.66943,s2.58606,s313.777
