id,x,y,deg
129_1,s1.08751,s0.505691,s248.17
129_2,s3.15478,s0.98195,s68.2506
129_3,s3.15677,s2.59781,s68.2402
129_4,s5.85557,s2.46011,s214.55
129_5,s2.00278,s5.82953,s68.1126
129_6,s5.47335,s2.60318,s68.2257
129_7,s3.3985,s4.81839,s248.164
129_8,s2.24378,s2.66215,s248.237
129_9,s-0.0614666,s-0.0882136,s247.885
129_10,s3.4,s3.20301,s248.067
129_11,s3.15656,s3.13623,s68.2025
129_12,s4.559,s0.50886,s249.546
129_13,s1.08763,s3.73848,s248.266
129_14,s5.47323,s3.67995,s68.1062
129_15,s-0.0654467,s1.04293,s248.217
129_16,s2.00072,s1.51935,s68.1921
129_17,s1.08867,s2.66058,s248.26
129_18,s0.830433,s-0.104798,s68.0953
129_19,s3.15486,s1.52012,s68.1251
129_20,s5.6567,s-0.0715401,s243.802
129_21,s3.15515,s4.75251,s68.2363
129_22,s0.846652,s0.979398,s68.2186
129_23,s0.846536,s5.28971,s68.1653
129_24,s-0.0664314,s4.81324,s248.278
129_25,s5.46961,s5.29723,s68.4138
129_26,s5.47212,s4.21966,s68.5419
129_27,s6.12141,s1.05054,s130.494
129_28,s3.15559,s5.29093,s68.1448
129_29,s3.39999,s2.66323,s248.45
129_30,s4.30764,s0.442767,s68.0434
129_31,s3.3997,s2.12616,s247.901
129_32,s1.08865,s2.12217,s248.157
129_33,s2.00008,s4.21278,s68.2176
129_34,s3.39794,s5.3564,s248.355
129_35,s4.31239,s4.21452,s68.2956
129_36,s4.31203,s4.75273,s68.1708
129_37,s-0.0655378,s5.3525,s248.233
129_38,s2.24155,s0.506979,s248.132
129_39,s3.39549,s0.508061,s248.108
129_40,s2.00015,s4.75143,s68.1823
129_41,s0.848482,s5.82856,s68.0883
129_42,s2.24224,s4.81714,s248.192
129_43,s2.24349,s3.20122,s248.187
129_44,s3.39844,s5.89588,s248.169
129_45,s5.81428,s5.58387,s221.347
129_46,s-0.0661188,s3.73589,s248.278
129_47,s5.41096,s-0.117944,s63.808
129_48,s2.00141,s2.5969,s68.2838
129_49,s3.1563,s4.21395,s68.3658
129_50,s5.9272,s5.01089,s164.32
129_51,s2.24227,s1.04578,s248.24
129_52,s0.846236,s3.67314,s68.2898
129_53,s2.24469,s5.89481,s248.076
129_54,s2.24253,s4.27797,s248.363
129_55,s3.15608,s5.83055,s68.0377
129_56,s1.08781,s4.81604,s248.158
129_57,s4.55881,s3.20507,s248.239
129_58,s4.55895,s2.1292,s247.818
129_59,s6.04313,s0.411395,s201.448
129_60,s5.47835,s5.86356,s70.7266
129_61,s0.84654,s3.13411,s68.2508
129_62,s4.55652,s5.3589,s248.325
129_63,s4.55836,s3.74354,s248.256
129_64,s2.00102,s2.05772,s68.1376
129_65,s2.00083,s3.13563,s68.274
129_66,s4.3111,s5.83016,s68.171
129_67,s5.47303,s3.14174,s68.2395
129_68,s1.98324,s-0.103885,s67.3899
129_69,s2.00041,s3.67433,s68.2477
129_70,s2.24291,s1.58495,s248.11
129_71,s2.24334,s3.73958,s248.256
129_72,s4.30899,s0.982049,s68.1127
129_73,s4.55401,s5.89666,s248.597
129_74,s4.31245,s2.05791,s67.6706
129_75,s1.99987,s0.442075,s68.2045
129_76,s3.15659,s3.67477,s68.2031
129_77,s0.845642,s4.21159,s68.2201
129_78,s-0.0663309,s4.27468,s248.223
129_79,s-0.0653834,s2.65882,s248.249
129_80,s2.00077,s5.29052,s68.1447
129_81,s1.08825,s3.19925,s248.271
129_82,s5.46998,s4.75786,s68.3176
129_83,s3.15356,s0.442608,s68.1061
129_84,s3.15622,s2.05879,s68.0977
129_85,s1.08822,s1.58342,s248.192
129_86,s0.846635,s2.05668,s68.1887
129_87,s5.92233,s3.44595,s187.78
129_88,s3.13102,s-0.105417,s67.0996
129_89,s0.84365,s0.438502,s67.9513
129_90,s4.31511,s2.59825,s68.2746
129_91,s1.07541,s-0.0388806,s247.415
129_92,s-0.0653569,s2.12043,s248.174
129_93,s-0.0655821,s5.89126,s248.357
129_94,s3.37617,s-0.0460538,s246.407
129_95,s4.55982,s2.66617,s248.377
129_96,s-0.0657818,s0.500689,s247.946
129_97,s4.31449,s3.1368,s68.2714
129_98,s4.52794,s-0.0546287,s243.915
129_99,s0.846573,s1.51817,s68.2496
129_100,s2.22705,s-0.041623,s247.104
129_101,s-0.0657285,s3.19739,s248.241
129_102,s5.47322,s2.06445,s68.152
129_103,s4.55697,s4.28158,s248.431
129_104,s-0.0656675,s1.58141,s248.241
129_105,s1.08724,s4.27713,s248.224
129_106,s0.846918,s2.59549,s68.228
129_107,s3.39683,s1.04754,s248.119
129_108,s4.55497,s1.05213,s247.827
129_109,s6.00165,s1.72588,s146.711
129_110,s5.48168,s0.450496,s68.7281
129_111,s4.31174,s5.29203,s68.3797
129_112,s3.39989,s3.74074,s248.371
129_113,s4.30978,s1.5207,s68.1426
129_114,s2.24309,s5.35608,s248.06
129_115,s5.47869,s0.987799,s68.2925
129_116,s0.845945,s4.75045,s68.2345
129_117,s4.55691,s1.58976,s248.158
129_118,s6.15645,s4.21081,s125.291
129_119,s1.08822,s1.04459,s248.186
129_120,s5.4757,s1.52758,s68.7532
129_121,s3.39713,s1.58654,s248.158
129_122,s4.31381,s3.67582,s68.3666
129_123,s1.08876,s5.3548,s248.162
129_124,s2.00053,s0.980766,s68.1767
129_125,s4.55655,s4.82108,s248.071
129_126,s4.27483,s-0.109734,s66.4324
129_127,s2.24333,s2.12361,s248.167
129_128,s3.39871,s4.2795,s248.293
129_129,s1.09061,s5.89397,s248.134
